product_group,automated_status,month_of_send,year_of_send,automated_projects,delivery_label,campaign_code,number_of_sends,delivery_channel,automated_sends,manual_sends,total_broadcast_sends
product 1,Automated,3,2021,Campaign_138,Campaign_138_XE40,IA48,21,iOS channel,1,0,21
product 5,Automated,2,2021,Campaign BB,Campaign BB_XS15,KG64,21,Email,1,0,21
product 3,Automated,2,2021,Campaign BH,Campaign BH_EP59,AL15,21,Web Message,1,0,21
product 5,Automated,8,2021,Campaign X,Campaign X_BE72,QS84,20,Email,1,0,20
product 3,Automated,8,2021,Campaign BG,Campaign BG_DS61,NI98,20,Web Message,1,0,20
product 5,Automated,1,2021,Campaign X,Campaign X_UN87,FJ38,20,Email,1,0,20
product 5,Automated,2,2021,Campaign_102,Campaign_102_CO90,VW85,20,Web Message,1,0,20
product 5,Automated,7,2021,Campaign AU,Campaign AU_RG10,DN18,20,Email,1,0,20
product 5,Automated,7,2021,Campaign X,Campaign X_UI82,SO83,20,Email,1,0,20
product 3,Automated,2,2021,Campaign_346,Campaign_346_LI55,UA17,20,Email,1,0,20
product 4,Automated,3,2021,Campaign_476,Campaign_476_RL19,TJ47,20,Email,1,0,20
product 4,Automated,1,2021,Campaign_740,Campaign_740_DB67,HB51,20,Email,1,0,20
product 5,Automated,7,2021,Campaign X,Campaign X_XC37,SN24,20,Email,1,0,20
product 3,Automated,2,2021,Campaign_497,Campaign_497_DX71,VU84,20,Email,1,0,20
product 5,Automated,5,2021,Campaign_993,Campaign_993_NQ95,XT51,20,Web Message,1,0,20
product 1,Automated,1,2021,Campaign A,Campaign A_JN17,DW82,20,Email,1,0,20
product 3,Automated,2,2021,Campaign BG,Campaign BG_MN69,YF87,19,Web Message,1,0,19
product 1,Automated,1,2021,Campaign A,Campaign A_MN30,PM91,19,Email,1,0,19
product 2,Automated,3,2021,Campaign_601,Campaign_601_BP41,PJ28,19,iOS channel,1,0,19
product 2,Automated,3,2021,Campaign_597,Campaign_597_HR76,ZM52,19,Android channel,1,0,19
product 5,Automated,1,2021,Campaign AU,Campaign AU_DL58,YX27,19,Email,1,0,19
product 5,Automated,1,2021,Campaign X,Campaign X_HY15,LH73,19,Mobile (SMS),1,0,19
product 3,Automated,2,2021,Campaign AO,Campaign AO_HP41,UY39,19,Email,1,0,19
product 5,Automated,5,2021,Campaign BB,Campaign BB_ZJ28,BQ29,19,Email,1,0,19
product 5,Automated,8,2021,Campaign BB,Campaign BB_WP73,EV29,19,Email,1,0,19
product 3,Automated,3,2021,Campaign AO,Campaign AO_GI15,TX28,19,Mobile (SMS),1,0,19
product 1,Automated,2,2021,Campaign A,Campaign A_RX14,ZN50,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_AC29,HM69,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_HU63,RK10,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_PJ12,AG50,18,Email,1,0,18
product 5,Automated,2,2021,Campaign AU,Campaign AU_ND57,JY52,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_AG75,IC54,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_IU22,FL53,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_UU19,IQ91,18,Email,1,0,18
product 1,Automated,4,2021,Campaign BN,Campaign BN_BZ81,QQ72,18,Android channel,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_GP36,PA22,18,Email,1,0,18
product 5,Automated,8,2021,Campaign BA,Campaign BA_GX28,BH88,18,Email,1,0,18
product 5,Automated,6,2021,Campaign BB,Campaign BB_KZ89,GJ68,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_QR46,UZ53,18,Email,1,0,18
product 2,Automated,2,2021,Campaign A,Campaign A_YE86,LQ28,18,Email,1,0,18
product 2,Automated,2,2021,Campaign A,Campaign A_TE22,YP27,18,Email,1,0,18
product 2,Automated,2,2021,Campaign A,Campaign A_JQ83,EE35,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_OH29,ZQ87,18,Email,1,0,18
product 5,Automated,8,2021,Campaign Y,Campaign Y_YZ17,WV75,18,Mobile (SMS),1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_AX79,MH93,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_EL67,QN31,18,Email,1,0,18
product 5,Automated,6,2021,Campaign X,Campaign X_XZ81,LC81,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_NB90,GA49,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_SQ78,CR43,18,Email,1,0,18
product 3,Automated,8,2021,Campaign_24,Campaign_24_VM83,GM32,18,Email,1,0,18
product 3,Automated,7,2021,Campaign AO,Campaign AO_AB21,UV34,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_UQ80,PM58,18,Email,1,0,18
product 2,Automated,2,2021,Campaign A,Campaign A_CE97,BZ54,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_NE38,JG83,18,Email,1,0,18
product 3,Automated,7,2021,Campaign_507,Campaign_507_IE27,DF52,18,Email,1,0,18
product 5,Automated,8,2021,Campaign BA,Campaign BA_AO24,GD82,18,Email,1,0,18
product 3,Automated,5,2021,Campaign_812,Campaign_812_UI21,DM17,18,Email,1,0,18
product 1,Automated,2,2021,Campaign A,Campaign A_JY63,JK40,17,Email,1,0,17
product 1,Automated,4,2021,Campaign BN,Campaign BN_ED29,VI47,17,iOS channel,1,0,17
product 5,Automated,4,2021,Campaign AU,Campaign AU_PX34,RL49,17,Email,1,0,17
product 3,Automated,1,2021,Campaign_681,Campaign_681_OE88,TX82,17,Email,1,0,17
product 5,Automated,5,2021,Campaign X,Campaign X_PI84,PI23,17,Email,1,0,17
product 5,Automated,1,2021,Campaign X,Campaign X_TB47,MK52,17,Email,1,0,17
product 1,Automated,2,2021,Campaign A,Campaign A_IM67,YP34,17,Email,1,0,17
product 3,Automated,3,2021,Campaign_484,Campaign_484_FU69,SH68,17,Email,1,0,17
product 3,Automated,2,2021,Campaign_140,Campaign_140_SH62,CW10,17,Email,1,0,17
product 3,Automated,4,2021,Campaign AO,Campaign AO_KS20,EI56,17,Mobile (SMS),1,0,17
product 5,Automated,1,2021,Campaign X,Campaign X_BQ79,BD79,17,Mobile (SMS),1,0,17
product 3,Automated,2,2021,Campaign BH,Campaign BH_DD42,CS80,17,Web Message,1,0,17
product 5,Automated,9,2021,Campaign BA,Campaign BA_UI58,NM36,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_JX19,FC81,16,Email,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_PQ37,YM54,16,Email,1,0,16
product 5,Automated,4,2021,Campaign X,Campaign X_RP74,AA67,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_OD55,OU65,16,Email,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_WM73,QP81,16,Email,1,0,16
product 3,Automated,9,2021,Campaign_377,Campaign_377_TL20,CZ10,16,Email,1,0,16
product 3,Automated,1,2021,Campaign BH,Campaign BH_TN65,SF84,16,Web Message,1,0,16
product 1,Automated,9,2021,Campaign X,Campaign X_UO93,IF40,16,Mobile (SMS),1,0,16
product 4,Automated,9,2021,Campaign BJ,Campaign BJ_KJ35,AT76,16,Email,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_TX63,PB45,16,Email,1,0,16
product 4,Automated,9,2021,Campaign_431,Campaign_431_JI69,UT40,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_NM23,JB86,16,Email,1,0,16
product 4,Automated,9,2021,Campaign_546,Campaign_546_HX97,OY12,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_FW20,JC76,16,Email,1,0,16
product 3,Automated,3,2021,Campaign AO,Campaign AO_LE69,QI74,16,Mobile (SMS),1,0,16
product 5,Automated,9,2021,Campaign Z,Campaign Z_UN54,HW95,16,Email,1,0,16
product 5,Automated,8,2021,Campaign Y,Campaign Y_UI65,EJ26,16,Mobile (SMS),1,0,16
product 4,Automated,9,2021,Campaign BJ,Campaign BJ_QC91,XX61,16,Email,1,0,16
product 4,Automated,9,2021,Campaign_515,Campaign_515_EN54,YH67,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BA,Campaign BA_CC33,SH68,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_ZP24,LA31,16,Email,1,0,16
product 5,Automated,4,2021,Campaign_823,Campaign_823_KT87,MD43,16,Web Message,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_JG42,IF81,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BA,Campaign BA_YX68,SC25,16,Email,1,0,16
product 3,Automated,9,2021,Campaign_1000,Campaign_1000_DZ68,ZH71,16,Email,1,0,16
product 4,Automated,9,2021,Campaign BJ,Campaign BJ_AT92,OL53,16,Email,1,0,16
product 1,Automated,9,2021,Campaign BN,Campaign BN_HJ75,HX83,16,iOS channel,1,0,16
product 3,Automated,9,2021,Campaign_626,Campaign_626_YJ65,VP79,16,Email,1,0,16
product 3,Automated,1,2021,Campaign BH,Campaign BH_ZU36,QK42,16,Web Message,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_SX74,AG90,16,Email,1,0,16
product 1,Automated,7,2021,Campaign N,Campaign N_WN98,QQ70,16,iOS channel,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_IY58,DR34,16,Web Message,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_XF87,BP52,16,Email,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_HI74,MK98,16,Web Message,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_SL28,XB11,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_PV81,JU60,16,Email,1,0,16
product 4,Automated,9,2021,Campaign_164,Campaign_164_BR99,VH66,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_QS64,DY36,16,Email,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_EQ89,JK97,16,Email,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_HZ99,CX98,16,Web Message,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_JJ47,AV72,16,Web Message,1,0,16
product 3,Automated,9,2021,Campaign_763,Campaign_763_PS45,UM82,16,Email,1,0,16
product 4,Automated,9,2021,Campaign BJ,Campaign BJ_FR75,CK73,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BA,Campaign BA_TB56,TR89,16,Email,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_CD79,BI62,16,Email,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_XZ24,QT99,16,Web Message,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_LQ80,DA48,16,Email,1,0,16
product 4,Automated,9,2021,Campaign_446,Campaign_446_SP25,MT67,16,Email,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_WV37,KX34,16,Mobile (SMS),1,0,16
product 5,Automated,7,2021,Campaign X,Campaign X_NE69,YZ27,16,Email,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_GM34,SH20,16,Email,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_YE94,VE81,16,Email,1,0,16
product 3,Automated,9,2021,Campaign_938,Campaign_938_EC54,QA76,16,Web Message,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_RR22,CA53,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BV,Campaign BV_SH24,KH98,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_KP18,AW92,16,Email,1,0,16
product 3,Automated,9,2021,Campaign AO,Campaign AO_WK20,EN51,16,Email,1,0,16
product 5,Automated,9,2021,Campaign Z,Campaign Z_CS47,KO52,16,Email,1,0,16
product 2,Automated,7,2021,Campaign N,Campaign N_DL31,BP59,16,iOS channel,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_SV90,OJ73,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_QB60,MS57,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BL,Campaign BL_UA10,SY54,16,Email,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_HG63,OZ54,16,Email,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_ZG13,YE93,16,Email,1,0,16
product 4,Automated,9,2021,Campaign BJ,Campaign BJ_PL92,JG17,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BC,Campaign BC_HR91,TA81,16,Email,1,0,16
product 5,Automated,6,2021,Campaign X,Campaign X_VA90,VI29,16,Email,1,0,16
product 5,Automated,8,2021,Campaign AU,Campaign AU_MP88,TT71,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BA,Campaign BA_CP49,AV84,16,Email,1,0,16
product 1,Automated,9,2021,Campaign X,Campaign X_UX92,UG43,16,Email,1,0,16
product 1,Automated,9,2021,Campaign BN,Campaign BN_PS74,PL59,16,Android channel,1,0,16
product 5,Automated,9,2021,Campaign BA,Campaign BA_TW24,PL67,16,Email,1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_LA33,RD66,16,Email,1,0,16
product 5,Automated,9,2021,Campaign Y,Campaign Y_HJ59,CZ41,16,Mobile (SMS),1,0,16
product 3,Automated,9,2021,Campaign BH,Campaign BH_ZE70,UH53,16,Web Message,1,0,16
product 5,Automated,9,2021,Campaign X,Campaign X_GX27,CG26,16,Email,1,0,16
product 1,Automated,9,2021,Campaign_867,Campaign_867_KU63,AN72,16,Email,1,0,16
product 4,Automated,9,2021,Campaign BJ,Campaign BJ_WE75,BR56,16,Email,1,0,16
product 5,Automated,9,2021,Campaign BV,Campaign BV_MB92,MN29,16,Email,1,0,16
product 5,Automated,3,2021,Campaign AU,Campaign AU_KX80,ZP65,16,Email,1,0,16
product 5,Automated,6,2021,Campaign Y,Campaign Y_NR13,SW82,15,Mobile (SMS),1,0,15
product 3,Automated,8,2021,Campaign_197,Campaign_197_JX22,CK53,15,Email,1,0,15
product 5,Automated,9,2021,Campaign Y,Campaign Y_KY15,NZ75,15,Mobile (SMS),1,0,15
product 1,Automated,3,2021,Campaign BN,Campaign BN_IM47,TH16,15,iOS channel,1,0,15
product 5,Automated,2,2021,Campaign BB,Campaign BB_IF36,UM49,15,Email,1,0,15
product 5,Automated,2,2021,Campaign X,Campaign X_NV54,LQ77,15,Email,1,0,15
product 5,Automated,3,2021,Campaign BB,Campaign BB_EF16,JA18,15,Email,1,0,15
product 5,Automated,8,2021,Campaign X,Campaign X_WL77,PR28,15,Mobile (SMS),1,0,15
product 2,Automated,2,2021,Campaign A,Campaign A_SQ56,RJ52,15,Email,1,0,15
product 3,Automated,9,2021,Campaign BH,Campaign BH_DJ77,GJ12,15,Web Message,1,0,15
product 3,Automated,9,2021,Campaign BH,Campaign BH_FU18,XC53,15,Email,1,0,15
product 5,Automated,3,2021,Campaign X,Campaign X_GW51,LE20,15,Email,1,0,15
product 1,Automated,3,2021,Campaign BN,Campaign BN_YO13,PD64,15,Android channel,1,0,15
product 3,Automated,4,2021,Campaign_421,Campaign_421_BV60,YH27,15,Email,1,0,15
product 3,Automated,9,2021,Campaign BH,Campaign BH_LQ85,OG99,15,Web Message,1,0,15
product 5,Automated,4,2021,Campaign BB,Campaign BB_KW20,BN78,15,Email,1,0,15
product 3,Automated,8,2021,Campaign BD,Campaign BD_MM35,IJ89,15,Web Message,1,0,15
product 5,Automated,3,2021,Campaign Z,Campaign Z_ON92,ME88,15,Email,1,0,15
product 5,Automated,9,2021,Campaign Y,Campaign Y_XO70,KQ97,15,Mobile (SMS),1,0,15
product 1,Automated,7,2021,Campaign N,Campaign N_RB92,DX28,15,iOS channel,1,0,15
product 3,Automated,2,2021,Campaign_825,Campaign_825_BU63,GI93,15,Email,1,0,15
product 5,Automated,8,2021,Campaign X,Campaign X_PE43,XK11,15,Email,1,0,15
product 3,Automated,9,2021,Campaign BH,Campaign BH_SC11,OG33,15,Email,1,0,15
product 2,Automated,2,2021,Campaign A,Campaign A_PO73,YJ78,15,Email,1,0,15
product 5,Automated,4,2021,Campaign X,Campaign X_YU88,PC96,14,Email,1,0,14
product 3,Automated,5,2021,Campaign AO,Campaign AO_NA68,QR17,14,Mobile (SMS),1,0,14
product 5,Automated,9,2021,Campaign BB,Campaign BB_RV45,XB47,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_VV56,GQ34,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_RY19,HS33,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_DD60,FF79,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_EL40,HN28,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_ZQ91,IL36,14,Email,1,0,14
product 3,Automated,5,2021,Campaign AO,Campaign AO_XO97,HS75,14,Mobile (SMS),1,0,14
product 5,Automated,9,2021,Campaign BL,Campaign BL_UJ97,CP10,14,Web Message,1,0,14
product 3,Automated,9,2021,Campaign AO,Campaign AO_TR44,FW15,14,Mobile (SMS),1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_PG46,ZD42,14,Email,1,0,14
product 5,Automated,3,2021,Campaign X,Campaign X_JN55,UN74,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_MI30,XR71,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_FW61,XN45,14,Email,1,0,14
product 1,Automated,9,2021,Campaign Y,Campaign Y_NN96,CJ68,14,Web Message,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_KX36,WY67,14,Mobile (SMS),1,0,14
product 5,Automated,4,2021,Campaign X,Campaign X_XB44,DG38,14,Email,1,0,14
product 1,Automated,9,2021,Campaign Y,Campaign Y_FL97,MX65,14,iOS channel,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_MS24,CE73,14,Web Message,1,0,14
product 1,Automated,9,2021,Campaign BL,Campaign BL_XL64,YX69,14,Web Message,1,0,14
product 3,Automated,9,2021,Campaign BH,Campaign BH_VN75,XR29,14,Web Message,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_FP15,RA98,14,Email,1,0,14
product 3,Automated,1,2021,Campaign BG,Campaign BG_FQ68,TV30,14,Web Message,1,0,14
product 3,Automated,6,2021,Campaign_887,Campaign_887_XN56,BW90,14,Email,1,0,14
product 3,Automated,6,2021,Campaign AO,Campaign AO_WL83,SS48,14,Mobile (SMS),1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_AC42,LJ51,14,Email,1,0,14
product 2,Automated,6,2021,Campaign_584,Campaign_584_FQ74,QX29,14,iOS channel,1,0,14
product 1,Automated,6,2021,Campaign_19,Campaign_19_IQ93,NB28,14,Android channel,1,0,14
product 4,Automated,4,2021,Campaign_992,Campaign_992_GC24,TV15,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_BL66,GI23,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_BO22,DD27,14,Email,1,0,14
product 1,Automated,9,2021,Campaign Y,Campaign Y_VE37,MZ49,14,Web Message,1,0,14
product 1,Automated,9,2021,Campaign Y,Campaign Y_GW11,FN44,14,Android channel,1,0,14
product 5,Automated,5,2021,Campaign X,Campaign X_FM11,TD80,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_SD82,YR78,14,Mobile (SMS),1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_CI73,HG56,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_VK57,OY11,14,Web Message,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_YB58,BK87,14,Email,1,0,14
product 1,Automated,9,2021,Campaign BL,Campaign BL_IO48,EP20,14,Web Message,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_NK51,BN79,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_DQ94,AA32,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_NV79,UZ91,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_LQ71,QR12,14,Web Message,1,0,14
product 5,Automated,7,2021,Campaign Y,Campaign Y_SX89,PA13,14,Mobile (SMS),1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_HX18,EM36,14,Mobile (SMS),1,0,14
product 2,Automated,2,2021,Campaign A,Campaign A_IV15,RG56,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_OV87,WL89,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_IA62,MX18,14,Email,1,0,14
product 5,Automated,9,2021,Campaign Y,Campaign Y_XS59,ZN29,14,Email,1,0,14
product 5,Automated,1,2021,Campaign X,Campaign X_JX49,NS20,14,Email,1,0,14
product 3,Automated,4,2021,Campaign AO,Campaign AO_DB27,KL56,14,Mobile (SMS),1,0,14
product 2,Automated,6,2021,Campaign_623,Campaign_623_QP54,PV19,14,Android channel,1,0,14
product 4,Automated,9,2021,Campaign_50,Campaign_50_SN33,UG83,13,Email,1,0,13
product 5,Automated,8,2021,Campaign BB,Campaign BB_RF18,DS44,13,Email,1,0,13
product 5,Automated,8,2021,Campaign X,Campaign X_WA92,NS72,13,Email,1,0,13
product 5,Automated,9,2021,Campaign BL,Campaign BL_FC30,DO28,13,Web Message,1,0,13
product 3,Automated,1,2021,Campaign_407,Campaign_407_FA23,LH15,13,Email,1,0,13
product 5,Automated,1,2021,Campaign BB,Campaign BB_EH51,EJ84,13,Email,1,0,13
product 1,Automated,9,2021,Campaign_942,Campaign_942_UH84,YZ92,13,Email,1,0,13
product 2,Automated,7,2021,Campaign N,Campaign N_AI99,DR43,13,iOS channel,1,0,13
product 5,Automated,9,2021,Campaign X,Campaign X_IA20,PK12,13,Mobile (SMS),1,0,13
product 1,Automated,2,2021,Campaign X,Campaign X_TI25,ER45,13,Email,1,0,13
product 4,Automated,5,2021,Campaign_701,Campaign_701_MZ87,NY37,13,Email,1,0,13
product 1,Automated,2,2021,Campaign X,Campaign X_LL78,YQ97,13,Mobile (SMS),1,0,13
product 5,Automated,6,2021,Campaign X,Campaign X_EP91,SW13,13,Email,1,0,13
product 5,Automated,2,2021,Campaign X,Campaign X_QJ90,LX31,13,Email,1,0,13
product 3,Automated,5,2021,Campaign_482,Campaign_482_JF47,SM71,13,Email,1,0,13
product 5,Automated,1,2021,Campaign Z,Campaign Z_RN74,CC71,13,Email,1,0,13
product 3,Automated,9,2021,Campaign BH,Campaign BH_OB35,DH17,13,Web Message,1,0,13
product 1,Automated,9,2021,Campaign_384,Campaign_384_HM92,LB85,12,Mobile (SMS),1,0,12
product 5,Automated,7,2021,Campaign Y,Campaign Y_ZK95,LX67,12,Mobile (SMS),1,0,12
product 5,Automated,9,2021,Campaign Y,Campaign Y_ED90,II26,12,Mobile (SMS),1,0,12
product 5,Automated,6,2021,Campaign BB,Campaign BB_NI75,OJ57,12,Email,1,0,12
product 3,Automated,6,2021,Campaign AO,Campaign AO_UP58,WK18,12,Mobile (SMS),1,0,12
product 3,Automated,4,2021,Campaign_544,Campaign_544_QB71,HX65,12,Email,1,0,12
product 4,Automated,7,2021,Campaign_748,Campaign_748_CY44,SL16,12,Email,1,0,12
product 3,Automated,9,2021,Campaign AO,Campaign AO_AM15,BP86,12,Email,1,0,12
product 3,Automated,7,2021,Campaign BG,Campaign BG_ID81,TL46,12,Web Message,1,0,12
product 3,Automated,6,2021,Campaign BG,Campaign BG_GJ19,LS14,12,Web Message,1,0,12
product 5,Automated,8,2021,Campaign X,Campaign X_SG68,LP30,12,Email,1,0,12
product 5,Automated,6,2021,Campaign X,Campaign X_LD80,RU78,12,Mobile (SMS),1,0,12
product 3,Automated,7,2021,Campaign BD,Campaign BD_HZ48,YN36,12,Web Message,1,0,12
product 5,Automated,4,2021,Campaign Z,Campaign Z_KW67,OD43,12,Email,1,0,12
product 5,Automated,9,2021,Campaign Y,Campaign Y_LM77,BQ90,12,Android channel,1,0,12
product 5,Automated,1,2021,Campaign BB,Campaign BB_EE77,GU44,12,Email,1,0,12
product 5,Automated,1,2021,Campaign_815,Campaign_815_JF23,RY18,12,Web Message,1,0,12
product 5,Automated,2,2021,Campaign A,Campaign A_ZB56,GM15,11,Email,1,0,11
product 5,Automated,2,2021,Campaign A,Campaign A_MK55,UA18,11,Email,1,0,11
product 3,Automated,2,2021,Campaign AO,Campaign AO_NF54,DG54,11,Mobile (SMS),1,0,11
product 5,Automated,5,2021,Campaign X,Campaign X_VJ41,ZU48,11,Email,1,0,11
product 5,Automated,9,2021,Campaign Y,Campaign Y_AX33,NC44,11,Web Message,1,0,11
product 3,Automated,3,2021,Campaign BD,Campaign BD_CD41,IH87,11,Web Message,1,0,11
product 3,Automated,2,2021,Campaign AO,Campaign AO_AM37,HI56,11,Mobile (SMS),1,0,11
product 3,Automated,2,2021,Campaign BH,Campaign BH_BB78,ML72,11,Web Message,1,0,11
product 4,Automated,5,2021,Campaign_179,Campaign_179_PP46,TT62,11,Email,1,0,11
product 5,Automated,4,2021,Campaign BB,Campaign BB_ZN22,DC71,11,Email,1,0,11
product 5,Automated,2,2021,Campaign A,Campaign A_YL91,DY53,11,Email,1,0,11
product 5,Automated,2,2021,Campaign A,Campaign A_NG75,NK63,11,Email,1,0,11
product 5,Automated,9,2021,Campaign Y,Campaign Y_PM90,ST59,11,Mobile (SMS),1,0,11
product 5,Automated,2,2021,Campaign A,Campaign A_ZP37,XM11,11,Email,1,0,11
product 5,Automated,3,2021,Campaign A,Campaign A_VK24,DG84,11,Email,1,0,11
product 1,Automated,4,2021,Campaign H,Campaign H_IG43,JX77,11,iOS channel,1,0,11
product 2,Automated,5,2021,Campaign N,Campaign N_SK66,II79,11,Web Message,1,0,11
product 5,Automated,9,2021,Campaign X,Campaign X_ME30,CJ72,11,Mobile (SMS),1,0,11
product 5,Automated,2,2021,Campaign A,Campaign A_IM11,UI52,11,Email,1,0,11
product 3,Automated,6,2021,Campaign BD,Campaign BD_JG66,XY81,11,Web Message,1,0,11
product 5,Automated,6,2021,Campaign BB,Campaign BB_RO45,EV55,11,Email,1,0,11
product 5,Automated,2,2021,Campaign_730,Campaign_730_GF95,CI65,11,Email,1,0,11
product 5,Automated,5,2021,Campaign Z,Campaign Z_OR26,ZR47,11,Email,1,0,11
product 5,Automated,9,2021,Campaign_169,Campaign_169_JG25,VV81,11,Web Message,1,0,11
product 5,Automated,2,2021,Campaign BB,Campaign BB_MV20,BP91,10,Email,1,0,10
product 5,Automated,7,2021,Campaign BB,Campaign BB_LH55,HR67,10,Email,1,0,10
product 5,Automated,3,2021,Campaign BB,Campaign BB_NS68,HU41,10,Email,1,0,10
product 3,Automated,3,2021,Campaign BG,Campaign BG_MY26,AJ28,10,Web Message,1,0,10
product 2,Automated,3,2021,Campaign_182,Campaign_182_OA21,YJ49,10,iOS channel,1,0,10
product 3,Automated,3,2021,Campaign_993,Campaign_993_XL77,JQ35,10,Email,1,0,10
product 3,Automated,1,2021,Campaign BD,Campaign BD_MH68,JY85,10,Web Message,1,0,10
product 3,Automated,6,2021,Campaign_642,Campaign_642_FV40,VM27,10,Email,1,0,10
product 1,Automated,8,2021,Campaign H,Campaign H_LB26,RM10,10,Android channel,1,0,10
product 2,Automated,5,2021,Campaign N,Campaign N_FD86,AZ60,10,Web Message,1,0,10
product 1,Automated,1,2021,Campaign A,Campaign A_PB32,NB41,10,Email,1,0,10
